# Hungarian Wordnet	hu	http://www.racai.ro/tools/text/rowordnet-visualizer/	CC BY SA 
00907200-a	hun:lemma	(külső, a test külső része felé eső)
00864766-n	hun:lemma	vetés
00864766-n	hun:lemma	palántázás
00864766-n	hun:def	0	Mag vagy palánta elhelyezése a földben.
00575246-n	hun:lemma	kőművesmesterség
00575246-n	hun:lemma	kőművesség
00575246-n	hun:def	0	Az alapozást, a falazást, illetve a fal burkolását, vakolását végző építőipari szakmunkás szakmája.
09113793-n	hun:lemma	sarawaki
09113793-n	hun:def	0	Sarawak lakója vagy szülötte.
09338896-n	hun:lemma	báb
09338896-n	hun:lemma	eszköz
09338896-n	hun:lemma	kreatúra
09338896-n	hun:def	0	Mások által irányított és valamilyen általában tisztességtelen célra felhasznált személy.
13208694-n	hun:lemma	aktivitás
13208694-n	hun:lemma	tevékenység
13208694-n	hun:def	0	Cselekvő, aktív állapot.
02086576-n	hun:lemma	lemezescsápú bogár
02086576-n	hun:def	0	Bogár, melynek csápja lemezszerű végszelvényben végződik.
02034128-v	hun:lemma	tnlbeat
04461512-n	hun:lemma	fennköltség
04461512-n	hun:lemma	megfontoltság
04461512-n	hun:lemma	ünnepélyesség
04461512-n	hun:def	0	Komoly, megfontolt magatartás.
01696279-a	hun:lemma	hibátlan
01696279-a	hun:def	0	Nincsen benne hiba, kifogásolnivaló.
08410037-n	hun:lemma	Timbuktu
08410037-n	hun:def	0	Város Mali középső részén, a Niger folyó partján; korábban aranykereskedelméről volt híres.
00259497-a	hun:lemma	alsó osztálybeli
00259497-a	hun:lemma	alacsonyrendű
00259497-a	hun:def	0	Társadalmilag alacsonyan levőnek tekintett.
01977900-a	hun:lemma	fül alakú
01977900-a	hun:lemma	fül formájú
01977900-a	hun:lemma	fülszerű
01977900-a	hun:def	0	A fül formájára emlékeztető.
01593903-a	hun:lemma	szenilis
01593903-a	hun:def	0	A szenilitás állapotában levő, illetve erre valló.
06785728-n	hun:lemma	(Színészek vagy előadók megjelenése a darab végén a nézők tapsa közepette)
13162667-n	hun:lemma	valóság
13162667-n	hun:lemma	valószerűség
13162667-n	hun:def	0	Valóságosság állapota.
00424047-a	hun:lemma	(gyalogosan megközelíthető)
08587448-n	hun:lemma	Charleston
08587448-n	hun:def	0	Nyugat-Virginia állam fővárosa a Kanawha folyó partján.
00406962-n	hun:lemma	eszképizmus
00406962-n	hun:def	0	A hajlam arra, hogy valaki a szórakozásba, az ábrándozásba meneküljön a nyomasztó valóság elől.
09595874-n	hun:lemma	könyvtáros
09595874-n	hun:lemma	könyvtárnok
09595874-n	hun:def	0	Könyvtárban hivatásszerűen működő, e munkára képesített szakember.
02004057-v	hun:lemma	lehajol
02004057-v	hun:lemma	meghajol
02004057-v	hun:def	0	Felsőtestét (vagy nyakát) előre és lefelé hajlítja.
11420757-n	hun:lemma	Lobeliae herba
11420757-n	hun:def	0	A Lobelia nemzetséghez tartozó növények.
00088445-n	hun:lemma	bűnhődés
00088445-n	hun:lemma	jóvátétel
00088445-n	hun:lemma	vezeklés
